Date,Requests,DataSent
2009-02-02-08,12792159,270859141576
2009-02-02-09,13852434,292278787789
2009-02-02-10,15062147,320473512523
2009-02-02-11,15766701,326899394434
2009-02-02-12,16508644,337232754223
2009-02-02-13,17595990,357747657890
2009-02-02-14,19616704,396441454743
2009-02-02-15,21054809,425299850190
2009-02-02-16,21007266,410395707075
2009-02-02-17,20320076,381207962800
2009-02-02-18,21469110,395457711839
2009-02-02-19,21449841,392193136431
2009-02-02-20,21561225,391721196833
2009-02-02-21,21343772,378304392564
2009-02-02-22,19994864,356369223937
2009-02-02-23,17845552,320268286890
2009-02-03-00,15646891,288875224928
2009-02-03-01,13250568,255102188617
2009-02-03-02,13403961,259895188702
2009-02-03-03,13249987,260860707693
2009-02-03-04,13132702,265482512641
2009-02-03-05,12806671,255432393539
2009-02-03-06,12684262,258433213688
2009-02-03-07,12324126,248162435998
2009-02-03-08,12968849,263706957298
2009-02-03-09,14112523,286005266254
2009-02-03-10,15058804,305513389637
2009-02-03-11,15559257,310371051711
2009-02-03-12,16198438,323473304036
2009-02-03-13,17441461,347016328976
2009-02-03-14,19758922,392760292880
2009-02-03-15,21272380,423743433455
2009-02-03-16,21749795,419722786568
2009-02-03-17,21595747,407913258517
2009-02-03-18,21345804,393495110646
2009-02-03-19,21133632,386503658828
2009-02-03-20,21224333,383730057065
2009-02-03-21,20809107,371800947880
2009-02-03-22,19641291,348463288413
2009-02-03-23,17482106,312151840261
2009-02-04-00,15332766,280015055073
2009-02-04-01,14362314,266095959369
2009-02-04-02,13003276,256295092977
2009-02-04-03,12633383,253012525638
2009-02-04-04,12261904,252090386231
2009-02-04-05,11811140,241543741830
2009-02-04-06,11546104,243327405639
2009-02-04-07,11157635,239222228424
2009-02-04-08,11927379,257546941963
2009-02-04-09,12938252,276319075380
2009-02-04-10,14417653,308311072944
2009-02-04-11,15637481,318418315549
2009-02-04-12,16156703,329250029434
2009-02-04-13,17357797,350434471268
2009-02-04-14,19547377,392181961735
2009-02-04-15,21261030,424593837764
2009-02-04-16,21518929,415245100220
2009-02-04-17,21250266,399159953239
2009-02-04-18,20936814,385590073762
2009-02-04-19,20887222,378048999882
2009-02-04-20,20875496,379902438532
2009-02-04-21,20777595,371051654579
2009-02-04-22,19722035,349402877659
2009-02-04-23,17624576,315554221957
2009-02-05-00,15635664,287959657175
2009-02-05-01,14628407,275089769467
2009-02-05-02,14181695,270871019541
2009-02-05-03,13850212,267327634370
2009-02-05-04,13928010,273802861099
2009-02-05-05,13556413,263049946066
2009-02-05-06,12745502,254423382213
2009-02-05-07,12315270,245227631515
2009-02-05-08,12186565,261185489364
2009-02-05-09,13179903,284128261516
2009-02-05-10,14046742,304454088186
2009-02-05-11,14625661,307354469270
2009-02-05-12,15069465,314376873618
2009-02-05-13,16328217,336465589239
2009-02-05-14,18699863,382806344200
2009-02-05-15,20482387,419986391647
2009-02-05-16,21045618,419778974900
2009-02-05-17,21076992,406586269679
2009-02-05-18,20681715,390250220163
2009-02-05-19,20665193,388139402214
2009-02-05-20,20662364,386133936763
2009-02-05-21,20396979,377127579787
2009-02-05-22,19787536,354114881176
2009-02-05-23,17975161,320463366098
2009-02-06-00,16157783,294104839501
2009-02-06-01,15093959,282519611415
2009-02-06-02,14322335,273727075745
2009-02-06-03,14052328,272965693963
2009-02-06-04,13892007,276587574526
2009-02-06-05,13221876,256158264807
2009-02-06-06,12108245,240456790462
2009-02-06-07,11479064,229151699451
2009-02-06-08,12372645,249857887167
2009-02-06-09,13064985,267869625946
2009-02-06-10,14165817,293446588422
2009-02-06-11,14959444,302710884078
2009-02-06-12,15377309,309380475720
2009-02-06-13,16137180,325696731831
2009-02-06-14,18026874,360803726537
2009-02-06-15,19519222,391147467882
2009-02-06-16,19918309,387144424917
2009-02-06-17,19775194,373178623452
2009-02-06-18,19101218,356338947464
2009-02-06-19,18762781,350463557834
2009-02-06-20,18625782,343497886790
2009-02-06-21,18295106,329864099638
2009-02-06-22,17663392,310295725337
2009-02-06-23,15840387,277934996857
2009-02-07-00,13658639,245919488006
2009-02-07-01,12468074,227547405102
2009-02-07-02,11802352,218906652750
2009-02-07-03,11790304,214895372686
2009-02-07-04,11917006,209841129856
2009-02-07-05,11430323,204642800468
2009-02-07-06,10626038,192858221299
2009-02-07-07,10101875,182572440789
2009-02-07-08,9893792,177796875736
2009-02-07-09,10460228,186316230910
2009-02-07-10,11631469,200596863249
2009-02-07-11,12554077,213260402034
2009-02-07-12,13352122,224575473371
2009-02-07-13,14389657,246843171610
2009-02-07-14,15345688,258740701449
2009-02-07-15,16437868,275880822708
2009-02-07-16,17289471,290392470061
2009-02-07-17,17881066,300693961182
2009-02-07-18,17942389,299602233568
2009-02-07-19,17646500,292915807732
2009-02-07-20,17251469,284790554441
2009-02-07-21,17499381,289832689744
2009-02-07-22,17276806,286213049660
2009-02-07-23,16481981,275551098582
2009-02-08-00,15114868,257858079508
2009-02-08-01,14546955,246153486208
2009-02-08-02,13422701,236079258257
2009-02-08-03,13086178,229778200232
2009-02-08-04,12052506,221240946552
2009-02-08-05,11582417,213550823668
2009-02-08-06,10956052,206165094600
2009-02-08-07,10217124,191338553044
2009-02-08-08,9889820,184864846268
2009-02-08-09,10406028,191397107066
2009-02-08-10,11866807,209053995133
2009-02-08-11,13508865,232848031866
2009-02-08-12,15676147,257907748345
2009-02-08-13,16361397,270942264529
2009-02-08-14,17641693,292622412617
2009-02-08-15,18514477,304724449626
2009-02-08-16,19297733,319518027571
2009-02-08-17,20005769,330166695755
2009-02-08-18,20044084,331215833008
2009-02-08-19,19165817,304609378084
2009-02-08-20,18985522,297449532429
2009-02-08-21,20665505,338062442532
2009-02-08-22,20376811,340561070831
2009-02-08-23,18564819,316546507860
2009-02-09-00,16509792,292509787175
2009-02-09-01,15242373,281479288925
2009-02-09-02,14358835,274300741122
2009-02-09-03,13793730,270562463052
2009-02-09-04,13934997,277108278594
2009-02-09-05,13539889,267900425956
2009-02-09-06,13179884,267052397812
2009-02-09-07,12620485,257150655973
2009-02-09-08,13142698,272847847700
2009-02-09-09,14058102,292022690175
2009-02-09-10,15408573,322720920008
2009-02-09-11,16177963,333641618107
2009-02-09-12,16746089,344969950873
2009-02-09-13,17674324,364747170300
2009-02-09-14,20105169,412311105013
2009-02-09-15,21475384,444460045028
2009-02-09-16,21709635,427798255299
2009-02-09-17,22394411,421399884005
2009-02-09-18,22145065,406921882715
2009-02-09-19,22120378,402706387795
2009-02-09-20,22102504,401880578959
2009-02-09-21,21917364,390737165400
2009-02-09-22,20860562,370484518632
2009-02-09-23,18629190,332547375894
2009-02-10-00,16370886,300015736282
2009-02-10-01,15330416,284979852500
2009-02-10-02,14326479,272639676552
2009-02-10-03,13830179,264867048241
2009-02-10-04,13910849,270036341622
2009-02-10-05,13435712,257550847097
2009-02-10-06,12937044,255536934308
2009-02-10-07,12484819,246682396357
2009-02-10-08,13178647,263280192693
2009-02-10-09,14171807,285333998672
2009-02-10-10,15102438,318175362078
2009-02-10-11,15846533,325419829489
2009-02-10-12,15829649,331232174558
2009-02-10-13,17347071,354052618775
2009-02-10-14,19471696,400735780135
2009-02-10-15,21152747,435129198968
2009-02-10-16,21362528,421650124261
2009-02-10-17,21491045,410421562993
2009-02-10-18,21135029,393552695378
2009-02-10-19,21301309,390132230744
2009-02-10-20,21206209,386845257757
2009-02-10-21,20818308,370852318464
2009-02-10-22,19752994,351877703724
2009-02-10-23,17797328,317643054137
2009-02-11-00,15636191,283623005705
2009-02-11-01,14223629,261783636456
2009-02-11-02,13344243,251257905059
2009-02-11-03,12934433,243737992799
2009-02-11-04,12758788,245029721502
2009-02-11-05,13019241,241541653416
2009-02-11-06,12533410,232319585964
2009-02-11-07,11845662,224684167884
2009-02-11-08,12678777,248480484717
2009-02-11-09,13901974,275508371706
2009-02-11-10,15272998,311950202267
2009-02-11-11,15827092,321922789415
2009-02-11-12,16765503,338529590180
2009-02-11-13,17703494,358572619701
2009-02-11-14,19954898,401359670818
2009-02-11-15,22133113,444139492070
2009-02-11-16,22295472,432179762695
2009-02-11-17,22353358,422571225396
2009-02-11-18,21839535,403528968860
2009-02-11-19,21515633,395820538494
2009-02-11-20,21516318,394177351747
2009-02-11-21,21209863,382377259944
2009-02-11-22,20173774,364673928130
2009-02-11-23,18158956,332192213731
2009-02-12-00,16270396,305004768350
2009-02-12-01,15285192,291041701832
2009-02-12-02,14107544,270136518788
2009-02-12-03,13898609,269840906623
2009-02-12-04,13911727,276042752905
2009-02-12-05,12589535,256718146145
2009-02-12-06,11677002,247306979979
2009-02-12-07,11264349,240956201447
2009-02-12-08,12007754,261811691878
2009-02-12-09,13052981,283637316497
2009-02-12-10,14232807,315585688912
2009-02-12-11,14672976,319304686501
2009-02-12-12,15162701,325393897632
2009-02-12-13,16716448,354130059842
2009-02-12-14,18872720,396333749103
2009-02-12-15,20988974,440494230989
2009-02-12-16,21453224,432536059964
2009-02-12-17,21030127,410997904561
2009-02-12-18,19680778,373346453672
2009-02-12-19,19480172,366727844395
2009-02-12-20,19480570,363685015394
2009-02-12-21,19249225,355306294193
2009-02-12-22,18179789,334183734013
2009-02-12-23,16185433,298775121036
2009-02-13-00,14315419,269951955202
2009-02-13-01,13126929,259267113235
2009-02-13-02,12362764,248467587902
2009-02-13-03,12039821,243729996036
2009-02-13-04,12116395,246594925436
2009-02-13-05,12160110,238592087633
2009-02-13-06,12171027,245795807759
2009-02-13-07,11919297,240775272982
2009-02-13-08,12822220,263085752972
2009-02-13-09,13717125,282276467423
2009-02-13-10,14598440,306292175873
2009-02-13-11,15106298,313039994418
2009-02-13-12,15656986,317649426792
2009-02-13-13,16595418,331033005946
2009-02-13-14,18392052,366743581295
2009-02-13-15,19950055,395006243532
2009-02-13-16,20538098,392329683393
2009-02-13-17,20306720,378526125663
2009-02-13-18,19175421,355180363058
2009-02-13-19,18706072,344702960763
2009-02-13-20,18984184,345490924897
2009-02-13-21,18602833,331225514955
2009-02-13-22,17625111,312294022502
2009-02-13-23,16002792,280246331901
2009-02-14-00,14399172,254939839129
2009-02-14-01,12823167,230696196546
2009-02-14-02,12618647,220368648555
2009-02-14-03,11587006,213792963380
2009-02-14-04,11228308,211552706363
2009-02-14-05,10753750,203754123440
2009-02-14-06,10136275,196333131905
2009-02-14-07,9598497,185992177303
2009-02-14-08,9516785,185169129647
2009-02-14-09,10073780,195323408051
2009-02-14-10,11140984,206643325590
2009-02-14-11,11963022,217667900551
2009-02-14-12,12697922,227488182226
2009-02-14-13,13750905,245879427797
2009-02-14-14,14821855,261826009580
2009-02-14-15,15903295,278752025274
2009-02-14-16,16712898,291674855777
2009-02-14-17,17207680,299429517913
2009-02-14-18,17076307,295911479794
2009-02-14-19,16581600,286555696948
2009-02-14-20,16267340,281482822154
2009-02-14-21,16390500,283486616738
2009-02-14-22,16656078,281147569258
2009-02-14-23,15848755,268826726915
2009-02-15-00,14553151,252588193063
2009-02-15-01,13697473,242037333645
2009-02-15-02,13334825,238300406361
2009-02-15-03,13104327,235309247064
2009-02-15-04,12705861,230310832587
2009-02-15-05,12263396,223226086253
2009-02-15-06,11680162,217269700898
2009-02-15-07,11086338,204774604281
2009-02-15-08,11050215,200909750952
2009-02-15-09,11508553,209162056912
2009-02-15-10,13033629,230323467132
2009-02-15-11,14419917,246668663493
2009-02-15-12,15710257,265755887849
2009-02-15-13,16450719,280175687946
2009-02-15-14,17593310,297192953435
2009-02-15-15,18277789,307541517690
2009-02-15-16,18881133,313870915863
2009-02-15-17,19643838,323782665433
2009-02-15-18,19964304,329582733630
2009-02-15-19,20280131,331824110673
2009-02-15-20,20049613,330453270374
2009-02-15-21,19622795,328745364607
2009-02-15-22,18797947,317328382304
2009-02-15-23,17367179,301579983631
2009-02-16-00,15758895,285414754096
2009-02-16-01,14862663,283296320888
2009-02-16-02,14746092,281090739364
2009-02-16-03,14418881,278880650517
2009-02-16-04,14508757,286326954363
2009-02-16-05,13879715,267648248310
2009-02-16-06,12826363,250419593735
2009-02-16-07,12942154,253963952637
2009-02-16-08,13748771,275828251576
2009-02-16-09,14705330,292989208829
2009-02-16-10,15583735,307175849030
2009-02-16-11,16171556,318183232178
2009-02-16-12,16808679,329599090023
2009-02-16-13,17858077,350562893670
2009-02-16-14,19914380,387350410059
2009-02-16-15,21647101,412664249600
2009-02-16-16,22455125,419010312998
2009-02-16-17,22200427,404729885574
2009-02-16-18,21791959,387812155497
2009-02-16-19,21826086,383582766190
2009-02-16-20,21856758,383034067622
2009-02-16-21,21523174,380210352335
2009-02-16-22,20332675,358837712716
2009-02-16-23,18460291,331391946805
2009-02-17-00,16550482,305015572932
2009-02-17-01,14928068,285189720504
2009-02-17-02,14045170,269130277838
2009-02-17-03,13162206,265626352218
2009-02-17-04,13281542,274227449327
2009-02-17-05,12872992,264976141305
2009-02-17-06,12492159,263887910103
2009-02-17-07,11938815,256339996105
2009-02-17-08,12421720,268768795449
2009-02-17-09,13411102,287846258331
2009-02-17-10,13617584,286995987146
2009-02-17-11,14946800,308457945502
2009-02-17-12,15723576,318739103745
2009-02-17-13,17680562,347366152262
2009-02-17-14,19935096,393007630624
2009-02-17-15,21801579,422465274641
2009-02-17-16,22156795,422643597108
2009-02-17-17,22451246,426388601043
2009-02-17-18,22060360,407006260231
2009-02-17-19,21938312,397456107093
2009-02-17-20,21716274,391889013284
2009-02-17-21,21377653,381181924420
2009-02-17-22,20226343,360349247485
2009-02-17-23,18276205,328213073295
2009-02-18-00,16245011,298390984344
2009-02-18-01,15344774,286787028634
2009-02-18-02,14548579,276434024423
2009-02-18-03,14203662,273511561201
2009-02-18-04,14227933,278696456631
2009-02-18-05,13743338,264096269298
2009-02-18-06,13039294,258858792978
2009-02-18-07,12293424,248737759725
2009-02-18-08,12409190,263973634073
2009-02-18-09,14053264,284758640068
2009-02-18-10,14149090,296531530128
2009-02-18-11,14631335,299088375469
2009-02-18-12,15456152,313553116765
2009-02-18-13,16888948,334334179963
2009-02-18-14,19077457,379539446696
2009-02-18-15,20589613,405773526294
2009-02-18-16,20918707,406503733863
2009-02-18-17,20735013,394116938536
2009-02-18-18,20253700,378129763525
2009-02-18-19,20448937,372458320664
2009-02-18-20,20565273,368143787134
2009-02-18-21,20337493,360684206031
2009-02-18-22,19547716,345627871947
2009-02-18-23,17790458,317895540438
2009-02-19-00,15698087,288887937554
2009-02-19-01,15063939,281039384495
2009-02-19-02,14412262,272282363320
2009-02-19-03,14037156,269748926369
2009-02-19-04,13569414,265195057014
2009-02-19-05,13183531,254110010816
2009-02-19-06,12875327,253268684288
2009-02-19-07,12556216,247783602295
2009-02-19-08,13375335,268356413804
2009-02-19-09,14362238,287599101979
2009-02-19-10,15269968,301047541770
2009-02-19-11,15815606,303226218546
2009-02-19-12,16426108,312136855857
2009-02-19-13,17299700,334639574993
2009-02-19-14,19562572,378672678727
2009-02-19-15,21065589,405611174406
2009-02-19-16,21230555,404291632855
2009-02-19-17,20999498,393477098608
2009-02-19-18,20711011,380352338377
2009-02-19-19,20270418,372938936190
2009-02-19-20,20163198,367693944492
2009-02-19-21,19585143,353065798440
2009-02-19-22,18789358,337234444065
2009-02-19-23,16963469,307721476599
2009-02-20-00,15048233,280377368887
2009-02-20-01,14021433,270988346240
2009-02-20-02,13441959,262758046178
2009-02-20-03,12941487,259421021641
2009-02-20-04,12708020,260393154991
2009-02-20-05,12206369,244868884168
2009-02-20-06,11279922,232178236333
2009-02-20-07,10670651,219928873726
2009-02-20-08,11698452,243875119749
2009-02-20-09,12502015,259295111726
2009-02-20-10,13360261,270910135242
2009-02-20-11,14589365,284052646324
2009-02-20-12,15378745,289404966102
2009-02-20-13,16333074,311840052912
2009-02-20-14,18277438,351277340502
2009-02-20-15,19692481,379224972128
2009-02-20-16,19323458,372507272947
2009-02-20-17,18970510,350202217850
2009-02-20-18,17205816,315986471467
2009-02-20-19,18580946,342834249398
2009-02-20-20,18794316,344402344311
2009-02-20-21,18454749,331716222030
2009-02-20-22,17852539,315114202139
2009-02-20-23,16324672,284755303583
2009-02-21-00,14292275,252595898489
2009-02-21-01,13812620,246878228272
2009-02-21-02,10605567,180798212708
2009-02-21-03,13277962,240118848476
2009-02-21-04,12743183,223233463953
2009-02-21-05,12177226,218838746484
2009-02-21-06,11526487,208222283999
2009-02-21-07,10951362,196412364733
2009-02-21-08,11056885,203834239640
2009-02-21-09,11354177,206904752282
2009-02-21-10,12151620,207086426339
2009-02-21-11,12441324,214525591895
2009-02-21-12,12831930,223514948404
2009-02-21-13,13557839,235176795950
2009-02-21-14,14679568,252508160094
2009-02-21-15,16415839,275334372040
2009-02-21-16,16935120,286205685759
2009-02-21-17,17686172,298727524340
2009-02-21-18,18078706,314963536929
2009-02-21-19,17899715,303900746301
2009-02-21-20,17743655,295549083915
2009-02-21-21,17706213,296759611039
2009-02-21-22,17534324,292943830526
2009-02-21-23,16603086,279827282179
2009-02-22-00,15267526,265464759154
2009-02-22-01,14518311,253024927739
